title,processed_title,League Name,category
Liverpool news: Jurgen Klopp suffers Andre transfer blow as Mo Salah exit date discussed,Liverpool news : Jurgen Klopp suffer Andre transfer blow Mo Salah exit date discuss,other,Others
Fabrizio Romano provides update on Liverpool 'interest' in Andre,Fabrizio Romano provide update Liverpool ' interest ' Andre,other,Others
London club are now just 'days' away from signing reported Spurs target,London club ' day ' away signing report spur target,other,Others
"LFC News - Andre to Fulham, Frimpong 'linked' & Robertson update","LFC News - Andre Fulham , Frimpong ' link ' & Robertson update",other,Others
"Sorry, Man Utd and Liverpool! Shock Premier League club in pole position to land Fluminense sensation Andre in ...","sorry , Man Utd Liverpool ! Shock Premier League club pole position land Fluminense sensation Andre ...",premier league,Soccer
Manchester United have 'only enquired' about £30m ace as Prem rivals close in,Manchester United ' enquire ' £ 30 ace Prem rival close,other,Others
Shock claim that Fulham have beaten West Ham to Brazilian star,shock claim Fulham beat West Ham brazilian star,other,Others
Arsenal to miss out on Liverpool target scouted by Edu with another Prem team 'favourites',arsenal miss Liverpool target scout Edu another Prem team ' favourite ',other,Others
"Transfer gossip: Liverpool, Man Utd caught cold by Prem rival in race for Brazil midfielder","transfer gossip : Liverpool , Man Utd catch cold Prem rival race Brazil midfielder",other,Others
Rumour Mongering: Fulham Emerge as Favourites for Fluminense André,Rumour Mongering : Fulham Emerge Favourites Fluminense André,other,Others
"Fulham confident of beating Arsenal, Liverpool, Man United and Tottenham to £30m target...","Fulham confident beat Arsenal , Liverpool , Man United Tottenham £ 30 target ...",other,Others
Liverpool make shock change of direction in transfer target: report,Liverpool make shock change direction transfer target : report,other,Others
Liverpool to push through fifth-biggest signing ever as Klopp finally ends pursuit for second target,liverpool push fifth - big signing ever Klopp finally end pursuit second target,other,Others
Andre to Liverpool: Fabrizio Romano gives clear four word transfer update,Andre Liverpool : Fabrizio Romano give clear four word transfer update,other,Others
"Liverpool ""willing to pay high price"" to complete £35m signing but they're not alone","liverpool "" willing pay high price "" complete £ 35 sign alone",other,Others
Marco Silva eyes up transfer for Fluminense midfielder Andre,Marco Silva eye transfer Fluminense midfielder Andre,other,Others
Fulham working hard to beat Arsenal to Brazilian midfielder,Fulham work hard beat Arsenal brazilian midfielder,other,Others
Andre Trindade transfer 'imminent' after Liverpool rumours,Andre Trindade transfer ' imminent ' Liverpool rumour,other,Others
Fulham ‘ahead of Man Utd and Liverpool in Brazil wonderkid race as Marco Silva targets huge double t...,Fulham ' ahead Man Utd Liverpool Brazil wonderkid race Marco Silva target huge double ...,other,Others
"Fulham, Liverpool in contact over Andre move, ready to pay big money to sign him","Fulham , Liverpool contact Andre move , ready pay big money sign",other,Others
Liverpool told transfer 'target' fits 'absurdly' well as ex referee gives Man City verdict,Liverpool tell transfer ' target ' fit ' absurdly ' well ex referee give Man City verdict,other,Others
André Trindade transfer twist claimed as Liverpool defender set to make injury return,André Trindade transfer twist claim Liverpool defender set make injury return,other,Others
Fluminense confirms André transfer 'imminent' after Liverpool had interest last summer,fluminense confirm André transfer ' imminent ' Liverpool interest last summer,other,Others
Reported Liverpool target’s exit from current club ‘imminent’ amid Premier League interest – report,Reported Liverpool target ’s exit current club ' imminent ' amid Premier League interest – report,premier league,Soccer
Liverpool transfer news amid André Trindade update as club chief rules out January move,liverpool transfer news amid André Trindade update club chief rule January move,other,Others
André to confirm transfer 'in days' as $22m Brazilian who was 'going to Liverpool' set to leave,andré confirm transfer ' day ' $ 22 brazilian ' go Liverpool ' set leave,other,Others
LFC 'looking at defenders' after pulling out of Andre transfer,LFC ' look defender ' pull Andre transfer,other,Others
Liverpool still hovering for Brazilian midfielder as insider confirms simmering interest from Klopp,Liverpool still hover brazilian midfielder insider confirm simmer interest Klopp,other,Others
Premier League CEO intervenes in effort to block Liverpool January transfer deal,Premier League CEO intervene effort block Liverpool January transfer deal,premier league,Soccer
Fulham locked in Andre talks with Fluminense,Fulham lock Andre talk Fluminense,other,Others
‘My understanding is’: What reliable journo has now heard about Andre Trindade transfer race,' understanding ' : reliable journo hear Andre Trindade transfer race,other,Others
"Liverpool urged to complete transfer for player that ""fits in an absurd way""","Liverpool urge complete transfer player "" fit absurd way """,other,Others
Man Utd and Liverpool target Andre Trindade ‘set to sign for Premier League rivals in days’...,Man Utd Liverpool target Andre Trindade ' set sign Premier League rival day ' ...,premier league,Soccer
Liverpool and Man Utd target Andre to join Premier League rivals 'in coming days',Liverpool Man Utd target Andre join Premier League rival ' coming day ',premier league,Soccer
"""Imminent"" move confirmed for €40M Liverpool transfer target",""" imminent "" move confirm € 40 M Liverpool transfer target",other,Others
Liverpool have already signed Andre alternative who Mo Salah believes is great,Liverpool already sign Andre alternative Mo Salah believe great,other,Others
Manager speaks out on Man Utd linked midfielder Andre being set to move to the Premier League,Manager speak Man Utd link midfielder Andre set move Premier League,premier league,Soccer
Fulham locked in discussions to sign Andre Trindade,Fulham lock discussion sign Andre Trindade,other,Others
"Bayern Munich, Real Madrid, and PSG looking at Lille defender Leny Yoro","Bayern Munich , Real Madrid , PSG look Lille defender Leny Yoro",other,Others
Real Madrid “very interested” in signing 18-year-old French defender worth €40-50m,"real Madrid "" interested "" sign 18 - year - old french defender worth € 40 - 50",other,Others
"PSG ready to intensify efforts to sign Real Madrid, Bayern defensive target - report","psg ready intensify effort sign Real Madrid , bayern defensive target - report",other,Others
Casemiro ready to quit Manchester United ahead of possible Saudi transfer,Casemiro ready quit Manchester United ahead possible saudi transfer,other,Others
Pundit warns ‘clueless’ Erik Ten Hag major transfer decision could be ‘career suicide’,Pundit warn ' clueless ' Erik Ten Hag major transfer decision could ' career suicide ',other,Others
"Manchester United’s midfield stalwart has begun considering Saudi exit, club won’t stand in his way","Manchester United ’s midfield stalwart begin consider saudi exit , club wo n’t stand way",other,Others
Manchester United slap £50m price tag on Casemiro ahead of shock January exit - Man United News And Transfer News,Manchester United slap £ 50 price tag Casemiro ahead shock January exit - Man United News Transfer News,other,Others
Man United loanee has his say on his future at Old Trafford after impressing this season,Man United loanee say future Old Trafford impress season,other,Others
Exclusive: Hibs' transfer stance on Man Utd player made clear,exclusive : Hibs ' transfer stance Man Utd player make clear,other,Others
Will Fish gives update on his future amid Manchester United loan recall option,fish give update future amid Manchester United loan recall option,other,Others
"The VAR Review: Man United penalty, foul on Alisson, more - ESPN","VAR Review : Man United penalty , foul Alisson , - ESPN",other,Others
Man Utd come to blows with Tottenham as Ten Hag picks dream January signing to ensure rapid rise,Man Utd come blow Tottenham ten Hag pick dream January sign ensure rapid rise,other,Others
Premier League table without VAR sees point adjustments for 9 clubs,Premier League table without VAR see point adjustment 9 club,premier league,Soccer
Premier League without VAR: Where Liverpool & Everton would sit,Premier League without VAR : Liverpool & Everton would sit,premier league,Soccer
Premier League table without VAR: Where London clubs would sit,Premier League table without VAR : London club would sit,premier league,Soccer
Premier League table without VAR: Where Man Utd & Man City would sit,Premier League table without VAR : Man Utd & Man City would sit,premier league,Soccer
Chelsea tipped to rival Man Utd and Arsenal for England international who is valued at £60m,Chelsea tip rival Man Utd Arsenal England international value £ 60,other,Others
Sources: Man United make Marc Guehi ‘No1 January target’,source : Man United make Marc Guehi ' No1 January target ',other,Others
Man Utd prepare move to sign £60million Guehi in winter,Man Utd prepare move sign £ 60million Guehi winter,other,Others
Chelsea ready to rival United and Arsenal for 23 y/o England international; summer move could be on the cards,chelsea ready rival United Arsenal 23 / England international ; summer move could card,other,Others
Fans troll Mbappe for ‘thinking he’s Garnacho’ as PSG star’s overhead kick goes horribly wrong against Newc...,fan troll Mbappe ' think Garnacho ' PSG star ’s overhead kick go horribly wrong Newc ...,other,Others
Two latest Liverpool injury concerns poorly timed as Jürgen Klopp faces headache after Man City,two late Liverpool injury concern poorly time Jürgen Klopp face headache Man City,other,Others
Jürgen Klopp transfer masterstroke went under the radar but Liverpool may now be set to benefit,Jürgen Klopp transfer masterstroke go radar Liverpool may set benefit,other,Others
"HS Prannoy, Lakshya Sen Withdraw From Syed Modi International","HS Prannoy , Lakshya Sen Withdraw Syed Modi International",other,Others
"Syed Modi badminton: Prannoy leads men’s challenge, Sindhu absent","Syed Modi badminton : Prannoy lead man ’s challenge , Sindhu absent",other,Others
List of shuttlers who have withdrawn from Syed Modi International 2023,list shuttler withdraw Syed Modi International 2023,other,Others
Foreign players complain about court conditions in Syed Modi International,foreign player complain court condition Syed Modi International,other,Others
A Look At The Syed Modi India International 2023 (Badminton) Prize Money,look Syed Modi India International 2023 ( Badminton ) Prize money,other,Others
Where and how to watch Syed Modi International 2023 live in Indonesia?,watch Syed Modi International 2023 live Indonesia ?,other,Others
Where and how to watch Syed Modi International 2023 live in Malaysia?,watch Syed Modi International 2023 live Malaysia ?,other,Others
Where and how to watch Syed Modi International 2023 live in Singapore?,watch Syed Modi International 2023 live Singapore ?,other,Others
"""Without a doubt"" - Belief Reds midfield target is made for Liverpool, fits into Klopp plans 'in absurd way'",""" without doubt "" - Belief Reds midfield target make Liverpool , fit Klopp plan ' absurd way '",other,Others
Fabrizo Romano provides Andre update amid Liverpool and Man Utd links,Fabrizo Romano provide Andre update amid Liverpool Man Utd link,other,Others
